,index,인원,수료,미수료,수료율,대분류,중분류,소분류
196,(MOOC) 진정한 리더는 누구인가(펠로폰네소스 전쟁사),141,121,20,0.8581560283687943,행정안전부,직무공통,소양
374,공무원 헌장의 이해,25,18,3,0.8571428571428571,행정안전부,직무공통,소양
464,(집합연계) 정보공개 및 개인정보보호,7,6,1,0.8571428571428571,행정안전부,직무공통,소양
224,심리학을 만나 행복해졌다,87,72,12,0.8571428571428571,행정안전부,직무공통,소양
460,[e-호조] 세입세출외현금,7,6,1,0.8571428571428571,행정안전부,직무공통,정책
324,스마트워크 제도,38,30,5,0.8571428571428571,행정안전부,직무공통,재난
154,부패 앞에 단호해 지기,219,170,29,0.8542713567839196,행정안전부,청렴,청렴
305,본인서명 사실확인제도,46,35,6,0.8536585365853658,행정안전부,직무공통,소양
13,적극행정 법제가이드라인,3781,3095,532,0.8533223049352081,행정안전부,직무공통,정책
291,2020년 국내 10대 트렌드,51,40,7,0.851063829787234,행정안전부,직무공통,소양
223,심리학을 통한 현명한 질문과 답,89,74,13,0.8505747126436781,행정안전부,직무공통,소양
303,기초 연금의 이해,46,34,6,0.85,행정안전부,직무공통,소양
24,성희롱예방교육,2333,1864,330,0.8495897903372835,행정안전부,직무공통,소양
67,(집합연계) 5급승진리더과정(열린혁신),864,689,122,0.8495684340320592,행정안전부,사회복지,인권
128,청백-e 시스템 지방재정 업무담당자 과정,300,241,43,0.8485915492957746,행정안전부,직무공통,소양
76,미세먼지의 원인과 대책,697,566,101,0.848575712143928,행정안전부,사회복지,인권
337,차이나는 IT,35,28,5,0.8484848484848485,행정안전부,직무공통,정책
175,사회적경제(사례편),175,139,25,0.8475609756097561,행정안전부,직무공통,정책
34,안보이해 및 비상시 행동요령,1854,1521,274,0.8473537604456824,행정안전부,직무공통,정책
434,(MOOC) 생활자치란 무엇인가,13,11,2,0.8461538461538461,행정안전부,직무공통,정책
432,[Mobile 겸용]쓰레기의 역습 (Gov-MOOC),13,11,2,0.8461538461538461,행정안전부,직무공통,정책
202,"(MOOC) 마음을 담아 쓴 글, 목민심서",128,104,19,0.8455284552845529,행정안전부,직무공통,소양
112,사례로 배우는 부패영향 평가,372,286,53,0.8436578171091446,행정안전부,직무공통,소양
287,(MOOC) 대한민국 국가미래 전략,52,43,8,0.8431372549019608,행정안전부,직무공통,소양
384,상생발전,21,16,3,0.8421052631578947,행정안전부,직무공통,정책
315,헌법정신에 기반한 공직윤리와 가치,41,32,6,0.8421052631578947,행정안전부,정보화,정보화
169,아동학대 신고의무자 교육,181,148,28,0.8409090909090909,행정안전부,직무공통,소양
46,세상을 바꾸는 힘 공익신고,1297,981,186,0.8406169665809768,행정안전부,청렴,청렴
194,중국고전에서 배우는 소통의 리더십,142,116,22,0.8405797101449275,행정안전부,사회복지,인권
236,(MOOC) 행복한 리더를 위한 스트레스 다스리기,78,63,12,0.84,행정안전부,직무공통,소양
87,내 몸을 살리는 음식이야기,574,466,89,0.8396396396396396,행정안전부,사회복지,인권
179,"평등한 일상, 폭력예방교육(고위직)",164,129,25,0.8376623376623377,행정안전부,직무공통,재난
111,청백-e 시스템 새올행정 업무담당자 과정,388,314,61,0.8373333333333334,행정안전부,직무공통,소양
33,알기쉬운 공직자 행동강령,1866,1449,282,0.8370883882149047,행정안전부,직무공통,정책
131,공무원 직장협의회제도의 이해,295,245,48,0.8361774744027304,행정안전부,정보화,정보화
64,국민 주권 실현하는 정부혁신,910,718,141,0.8358556461001164,행정안전부,직무공통,소양
233,(MOOC) 도시는 무엇으로 사는가,80,66,13,0.8354430379746836,행정안전부,직무공통,소양
91,장애인 동료와 함께 일하기,516,393,78,0.8343949044585988,행정안전부,직무공통,소양
9,"평등한 일상, 폭력예방교육(일반)",4668,3790,753,0.8342504952674444,행정안전부,직무공통,소양
421,지역사회 안전실무,15,10,2,0.8333333333333334,행정안전부,직무공통,정책
436,빅데이터 기반 도시공간 계획 활성화,12,10,2,0.8333333333333334,행정안전부,직무공통,정책
401,사회적경제 활성화 정책 및 사례,18,15,3,0.8333333333333334,행정안전부,직무공통,정책
435,근로(자녀)장려세제법령,12,10,2,0.8333333333333334,행정안전부,직무공통,정책
259,(MOOC) 라이프스타일 도시,68,55,11,0.8333333333333334,행정안전부,정보화,정보화
385,재난대응을 위한 협업기능 및 체계,21,15,3,0.8333333333333334,행정안전부,직무공통,소양
79,공직자를 위한 신목민심서,646,499,100,0.8330550918196995,행정안전부,직무공통,소양
173,나는 인정받는 팀장이 되고 싶다,176,143,29,0.8313953488372093,행정안전부,청렴,청렴
102,공무원의 행복한 미래설계,453,354,72,0.8309859154929577,행정안전부,직무공통,소양
110,공무원연금제도 이해,391,314,64,0.8306878306878307,행정안전부,직무공통,정책
159,한반도 정책 이해,205,157,32,0.8306878306878307,행정안전부,직무공통,정책
50,장애인식개선교육,1129,877,179,0.8304924242424242,행정안전부,직무공통,소양
313,세상을 변화시키는 IT트렌드,41,34,7,0.8292682926829268,행정안전부,직무공통,소양
167,재난안전법령,186,131,27,0.8291139240506329,행정안전부,직무공통,소양
204,부가가치세법,127,101,21,0.8278688524590164,행정안전부,직무공통,정책
138,출산지원 이해 및 실무,264,192,40,0.8275862068965517,행정안전부,사회복지,인권
58,한국사회의 성별 불평등 이해,982,765,162,0.8252427184466019,행정안전부,직무공통,소양
124,세계사에서 배우는 인생의 지혜,320,249,53,0.8245033112582781,행정안전부,직무공통,소양
156,공무원 디지털 역량강화,216,169,36,0.824390243902439,행정안전부,직무공통,소양
49,공무원이 알아야 할 국정과제(열린혁신),1152,874,187,0.823751178133836,행정안전부,직무공통,정책
192,공직자 사회공헌활동,145,98,21,0.8235294117647058,행정안전부,직무공통,재난
391,국세징수법,20,14,3,0.8235294117647058,행정안전부,직무공통,소양
404,(집합연계) 여성리더심화과정,18,14,3,0.8235294117647058,행정안전부,직무공통,정책
360,디지털 트랜스포메이션 전략,28,23,5,0.8214285714285714,행정안전부,직무공통,정책
358,(MOOC) 선배에게 길을 묻다 창업 성공 및 실패 사례,29,23,5,0.8214285714285714,행정안전부,외국어,외국어
152,코로나19 자가격리자 관리 업무,224,178,39,0.8202764976958525,행정안전부,청렴,청렴
74,자원봉사의 이해와 실천,723,515,114,0.8187599364069952,행정안전부,직무공통,소양
441,(MOOC) 역사속의 창조적 리더십,11,9,2,0.8181818181818182,행정안전부,직무공통,소양
55,자치단체 저출산 고령화 대책,991,737,164,0.8179800221975583,행정안전부,직무공통,소양
109,데이터 리더십,394,309,70,0.8153034300791556,행정안전부,사회복지,인권
43,이순신 장군의 청렴리더십,1453,1081,248,0.8133935289691497,행정안전부,직무공통,정책
53,정보공개제도의 이해,1023,775,178,0.8132214060860441,행정안전부,직무공통,소양
417,근로(자녀)장려세제 법령,16,13,3,0.8125,행정안전부,외국어,외국어
365,도시정책 기본이해,26,13,3,0.8125,행정안전부,직무공통,정책
164,어쩌다 부모 with 이호선,194,154,36,0.8105263157894737,행정안전부,직무공통,정책
35,성희롱 예방 교육,1799,1307,306,0.810291382517049,행정안전부,직무공통,정책
379,역량평가·역량개발교육의 이해,22,17,4,0.8095238095238095,행정안전부,직무공통,소양
298,사례로 배우는 알기 쉬운 지역공동체,50,34,8,0.8095238095238095,행정안전부,직무공통,소양
203,독도 바로알기,128,93,22,0.808695652173913,행정안전부,직무공통,소양
141,저출산 고령화 해법을 위한 인구교육,263,193,46,0.8075313807531381,행정안전부,직무공통,소양
347,기후변화와 생활분야 온실가스 감축,33,25,6,0.8064516129032258,행정안전부,직무공통,정책
335,정책개발의 사례편,36,25,6,0.8064516129032258,행정안전부,직무공통,정책
155,세계인권선언,218,148,36,0.8043478260869565,행정안전부,직무공통,소양
285,(MOOC) 조직을 변화시키는 긍정의 힘,53,41,10,0.803921568627451,행정안전부,직무공통,소양
270,(MOOC) 기술혁명과 리더십의 미래,62,49,12,0.8032786885245902,행정안전부,청렴,청렴
271,논어와 함께하는 진성리더십,61,49,12,0.8032786885245902,행정안전부,직무공통,정책
73,글로벌 성공스토리,727,550,136,0.8017492711370262,행정안전부,직무공통,소양
418,(MOOC) 불평등 완화와 소득주도 성장을 위한 일자리경제,15,12,3,0.8,행정안전부,외국어,외국어
470,[e-호조] 예산편성(조정),6,4,1,0.8,행정안전부,직무공통,정책
320,공무원이 알아야 할 청사보안,39,28,7,0.8,행정안전부,직무공통,소양
485,(MOOC) 좋은 일자리를 위한 지방정부의 역할,5,4,1,0.8,행정안전부,직무공통,정책
479,(MOOC) 인공지능과 신성장산업 지능로봇,6,4,1,0.8,행정안전부,직무공통,소양
211,개념부터 완성하는 영어회화 필수문법 Step 2,109,80,20,0.8,행정안전부,직무공통,정책
475,부가가치세법2,6,4,1,0.8,행정안전부,직무공통,정책
339,[Mobile 겸용]어른을 위한 그리스 로마 신화 (Gov-MOOC),35,28,7,0.8,행정안전부,외국어,외국어
447,[e-호조] 회계길라잡이,10,8,2,0.8,행정안전부,직무공통,정책
446,(MOOC) 우리는 오늘의 시간을 팔아 내일의 행복을 사는가?,10,8,2,0.8,행정안전부,직무공통,소양
428,(집합연계) 지방공기업 신규자과정,14,8,2,0.8,행정안전부,정보화,정보화
387,지역정책과 통계활용,21,16,4,0.8,행정안전부,직무공통,정책
140,2020 적극행정 추진방안,263,201,51,0.7976190476190477,행정안전부,직무공통,소양
21,사회복지정책 및 사례,2444,1799,460,0.7963700752545374,행정안전부,직무공통,정책
103,도전! 기획전문가되기,443,320,82,0.7960199004975125,행정안전부,직무공통,정책
31,역사속에서 찾은 청렴이야기,1960,1398,359,0.7956744450768355,행정안전부,직무공통,소양
61,속뜻풀이 한자,956,706,183,0.7941507311586051,행정안전부,직무공통,정책
245,(MOOC) 4차 산업혁명의 이해,74,54,14,0.7941176470588235,행정안전부,청렴,청렴
59,보도자료 이해 및 작성법,975,729,190,0.7932535364526659,행정안전부,직무공통,정책
180,청백-e 시스템 세외수입 업무담당자 과정,164,124,33,0.7898089171974523,행정안전부,정보화,정보화
310,사례로 배우는 협업행정,43,30,8,0.7894736842105263,행정안전부,직무공통,정책
274,(MOOC) 다시 보는 우리민족(한민족의 정체성),58,41,11,0.7884615384615384,행정안전부,직무공통,소양
199,공직윤리제도의 이해,131,93,25,0.788135593220339,행정안전부,직무공통,소양
261,일대일 과외 일본어 회화 첫걸음 Step 2,67,48,13,0.7868852459016393,행정안전부,사회복지,인권
146,행정과 인권,247,166,45,0.7867298578199052,행정안전부,청렴,청렴
104,ICT 융합기술 이해,442,323,88,0.7858880778588808,행정안전부,직무공통,정책
425,(MOOC) 일과 삶의 균형,14,11,3,0.7857142857142857,행정안전부,직무공통,정책
412,(MOOC) 국가의 고른 발전을 위한 자치분권과 균형발전,16,11,3,0.7857142857142857,행정안전부,직무공통,정책
426,일家양득_내가 행복해야 일도 육아도 잘 할 수 있다,14,11,3,0.7857142857142857,행정안전부,외국어,외국어
275,장기·인체조직 기증의 이해,57,40,11,0.7843137254901961,행정안전부,직무공통,정책
115,정보보안교육 - 컴퓨터 네트워크 및 보안,355,250,69,0.7836990595611285,행정안전부,청렴,청렴
130,효과적인 면접을 위한 Do & Don`t,295,202,56,0.7829457364341085,행정안전부,직무공통,정책
372,지방 예산절감 비법,25,18,5,0.782608695652174,행정안전부,직무공통,정책
17,공공빅데이터 업무적용 길라잡이,2788,2053,573,0.7817974105102818,행정안전부,직무공통,정책
345,농약허용물질목록관리제도(PLS)의 이해,33,25,7,0.78125,행정안전부,정보화,정보화
8,장애인차별예방교육,5060,3587,1009,0.7804612706701479,행정안전부,청렴,청렴
390,(집합연계) 도전 강의능력 향상과정,20,14,4,0.7777777777777778,행정안전부,직무공통,정책
443,"(MOOC) 꿈의 신세계, 가상현실",10,7,2,0.7777777777777778,행정안전부,직무공통,정책
453,(MOOC) 활발한 성격의 직원이 임원이 된다?,9,7,2,0.7777777777777778,행정안전부,직무공통,소양
352,협동조합의 이해와 필요성,30,21,6,0.7777777777777778,행정안전부,직무공통,정책
225,스마트폰이 낳은 신인류,87,63,18,0.7777777777777778,행정안전부,직무공통,소양
280,통합적 사고 및 기획력 향상,54,41,12,0.7735849056603774,행정안전부,직무공통,정책
333,(MOOC) 월요병보다 무서운 일요일 밤의 공포,36,27,8,0.7714285714285715,행정안전부,직무공통,소양
93,2021년 에너지바우처,506,387,115,0.7709163346613546,행정안전부,직무공통,정책
214,청백-e 시스템 지방세 업무담당자 과정,103,74,22,0.7708333333333334,행정안전부,청렴,청렴
186,법인세법,154,107,32,0.7697841726618705,행정안전부,직무공통,소양
68,현장에서 배우는 규제개혁,851,625,187,0.7697044334975369,행정안전부,직무공통,정책
424,성공적 정책개발의 이해와 방안_기초편,14,10,3,0.7692307692307693,행정안전부,직무공통,소양
359,피터 드러커가 살아있다면 무슨 말을 할까?,29,20,6,0.7692307692307693,행정안전부,직무공통,정책
423,법인세법 2,14,10,3,0.7692307692307693,행정안전부,직무공통,정책
16,소셜미디어의 활용방법 및 사례,2844,2047,615,0.7689706987227648,행정안전부,직무공통,정책
227,행정심판 실무입문,85,63,19,0.7682926829268293,행정안전부,직무공통,정책
299,스마트시티·스마트네이션,49,33,10,0.7674418604651163,행정안전부,직무공통,소양
201,노트에 빠지다,128,95,29,0.7661290322580645,행정안전부,직무공통,정책
278,공공저작물 자유이용 정책,56,36,11,0.7659574468085106,행정안전부,직무공통,소양
119,4차 산업혁명과 인문학,333,225,69,0.7653061224489796,행정안전부,직무공통,소양
406,(MOOC) 초연결 경제의 비전과 도전,17,13,4,0.7647058823529411,행정안전부,직무공통,정책
297,지방세 납세자 권리보호 및 구제,50,35,11,0.7608695652173914,행정안전부,청렴,청렴
362,빅데이터의 이해,27,19,6,0.76,행정안전부,직무공통,소양
366,[Mobile 겸용]식물이 만든 욕망의 세계사 (Gov-MOOC),26,19,6,0.76,행정안전부,외국어,외국어
219,지방 중간관리자를 위한 헌법의 이해,97,60,19,0.759493670886076,행정안전부,직무공통,소양
355,2020년 글로벌 10대 트렌드,30,22,7,0.7586206896551724,행정안전부,직무공통,정책
26,사회복지와 인권,2288,1588,506,0.7583572110792741,행정안전부,직무공통,정책
165,사회적경제(이해편),186,122,39,0.7577639751552795,행정안전부,청렴,청렴
260,(MOOC) 오피스 요가 및 이완 휴식법,67,50,16,0.7575757575757576,행정안전부,직무공통,정책
331,(MOOC) 인간관계와 소통의 리더십,36,25,8,0.7575757575757576,행정안전부,사회복지,인권
65,블록체인 도입에 따른 공무원 행정업무 변화,896,618,198,0.7573529411764706,행정안전부,정보화,정보화
328,업무관리능력 향상,38,28,9,0.7567567567567568,행정안전부,직무공통,정책
323,공직자 사회공헌 활동,39,28,9,0.7567567567567568,행정안전부,직무공통,정책
90,사례로 보는 행정절차 실무,518,347,112,0.7559912854030502,행정안전부,직무공통,소양
95,양도소득세법,499,352,114,0.7553648068669528,행정안전부,직무공통,정책
273,청백-e 시스템 감사담당자 과정,60,42,14,0.75,행정안전부,직무공통,정책
495,(마이크로러닝)김홍기의 오늘 뭐입지?,4,3,1,0.75,행정안전부,직무공통,소양
497,[Mobile 겸용]SKY캐슬의 경제학 (Gov-MOOC),4,3,1,0.75,행정안전부,청렴,청렴
490,(행안부 대상) 적극행정의 이해,4,3,1,0.75,행정안전부,직무공통,정책
382,[e-호조] 예산길라잡이,21,15,5,0.75,행정안전부,직무공통,정책
489,(행안부 대상) 개인정보보호법의 이해,4,3,1,0.75,행정안전부,직무공통,정책
458,(MOOC) 위기의 SNS,8,6,2,0.75,행정안전부,직무공통,정책
336,(MOOC) 우리역사로 보는 양성평등,35,24,8,0.75,행정안전부,직무공통,소양
85,슬기롭고 똑똑하게 일하는 방법,579,394,132,0.7490494296577946,행정안전부,직무공통,소양
30,역사 속에서 찾은 청렴이야기,1976,1320,444,0.7482993197278912,행정안전부,직무공통,정책
42,공공데이터로 만들어가는 세상,1501,1026,349,0.7461818181818182,행정안전부,직무공통,소양
69,지역문화유산을 중심으로 배우는 역사,807,518,178,0.7442528735632183,행정안전부,직무공통,소양
322,정책개발의 기초편,39,26,9,0.7428571428571429,행정안전부,직무공통,소양
78,지방의회 운영 및 지원실무,649,443,157,0.7383333333333333,행정안전부,직무공통,소양
288,자치입법사례,52,31,11,0.7380952380952381,행정안전부,사회복지,인권
48,차별예방교육,1173,754,269,0.7370478983382209,행정안전부,직무공통,소양
386,(집합연계) 미래인생 설계과정,21,14,5,0.7368421052631579,행정안전부,직무공통,정책
117,4차 산업혁명의 이해와 미래 대응 전략,352,229,82,0.7363344051446945,행정안전부,직무공통,정책
193,(MOOC) 공공데이터 이해 및 활용,145,105,38,0.7342657342657343,행정안전부,직무공통,정책
221,사이버위협 예방 및 대응 기술,92,58,21,0.7341772151898734,행정안전부,사회복지,인권
419,(MOOC) 새 정부의 지방분권 정책 방향,15,11,4,0.7333333333333333,행정안전부,직무공통,정책
414,"(MOOC) 소유의 신세계, 클라우드",16,11,4,0.7333333333333333,행정안전부,외국어,외국어
415,(MOOC) 쉬운 공공언어는 국민의 권리,16,11,4,0.7333333333333333,행정안전부,외국어,외국어
212,성공적인 여성리더십,108,77,28,0.7333333333333333,행정안전부,직무공통,정책
216,"도전하라, 틀을 깨라",101,63,23,0.7325581395348837,행정안전부,직무공통,소양
187,(MOOC) 글로벌 10대 트렌드,153,104,38,0.7323943661971831,행정안전부,직무공통,정책
28,지방예산 실무,2227,1529,562,0.7312290769966523,행정안전부,직무공통,소양
312,재난 및 위기관리 리더십,42,27,10,0.7297297297297297,행정안전부,사회복지,인권
238,도로명주소의 이해와 활용,77,51,19,0.7285714285714285,행정안전부,직무공통,정책
96,생활 속 안전 길잡이,498,321,122,0.7246049661399548,행정안전부,직무공통,안보
177,홍보업무의 달인되기,168,113,43,0.7243589743589743,행정안전부,사회복지,인권
295,지방자치단체의 외국인 지원,50,34,13,0.723404255319149,행정안전부,직무공통,정책
189,[끝내주는 파워포인트]프레젠테이션 제작스킬 및 발표기법,146,102,39,0.723404255319149,행정안전부,직무공통,소양
98,공무원 실용정보화,478,305,117,0.7227488151658767,행정안전부,직무공통,재난
40,인권의 이해,1626,1019,393,0.7216713881019831,행정안전부,직무공통,정책
208,지진·지진해일 실무,114,70,27,0.7216494845360825,행정안전부,정보화,정보화
272,업무능력관리 향상,61,43,17,0.7166666666666667,행정안전부,직무공통,정책
252,일대일 과외 일본어 회화 첫걸음 Step 1,71,48,19,0.7164179104477612,행정안전부,직무공통,소양
422,정책개발의 과정론,15,10,4,0.7142857142857143,행정안전부,직무공통,정책
448,대한민국 국가상징,9,5,2,0.7142857142857143,행정안전부,직무공통,소양
459,(집합연계) 지방세무직 9급 신규과정,7,5,2,0.7142857142857143,행정안전부,직무공통,정책
466,(집합연계) 5급 승진리더과정,7,5,2,0.7142857142857143,행정안전부,직무공통,소양
149,개념부터 완성하는 영어회화 필수문법 Step 1,233,155,62,0.7142857142857143,행정안전부,직무공통,소양
147,다문화 사회의 이해,242,144,58,0.7128712871287128,행정안전부,직무공통,정책
123,공직자 일본어,320,195,79,0.7116788321167883,행정안전부,직무공통,소양
213,지방공무원에 맞는 멘토링,105,64,26,0.7111111111111111,행정안전부,직무공통,소양
143,(MOOC) SNS로 세상읽기(소셜미디어 홍보),259,172,70,0.7107438016528925,행정안전부,직무공통,소양
307,양도소득세 1,44,27,11,0.7105263157894737,행정안전부,정보화,정보화
23,한글 2010,2355,1543,645,0.7052102376599635,행정안전부,직무공통,정책
120,4차 산업혁명의 이해와 미래 대응전략,330,205,86,0.7044673539518901,행정안전부,직무공통,소양
151,지역발전 정책,224,138,58,0.7040816326530612,행정안전부,직무공통,정책
107,공직자를 위한 보고서 잘쓰는 법,432,292,123,0.7036144578313253,행정안전부,직무공통,소양
268,학교 밖 청소년 지원 사업 및 정책 환경의 이해,65,40,17,0.7017543859649122,행정안전부,직무공통,소양
222,(MOOC) 당신의 인생을 이모작하라,91,61,26,0.7011494252873564,행정안전부,직무공통,소양
381,[e호조] 세입세출외현금,22,14,6,0.7,행정안전부,직무공통,정책
228,고령화사회의 부동산 정책,85,56,24,0.7,행정안전부,정보화,정보화
343,(집합연계) 국장급 후보자 역량교육,34,21,9,0.7,행정안전부,직무공통,소양
148,국민기초생활보장실무,239,144,62,0.6990291262135923,행정안전부,직무공통,정책
244,"(MOOC) 교육, 복지, 노동 체계혁신으로 인구절벽 해소",75,44,19,0.6984126984126984,행정안전부,직무공통,소양
206,(MOOC) 4차 산업혁명과 미래사회,121,78,34,0.6964285714285714,행정안전부,직무공통,소양
229,(MOOC) 한의학을 통한 건강관리,84,55,24,0.6962025316455697,행정안전부,직무공통,소양
300,초급일본어1,48,25,11,0.6944444444444444,행정안전부,직무공통,정책
364,읍면동 기능과 읍면동장의 역량강화,26,18,8,0.6923076923076923,행정안전부,직무공통,소양
346,자치법규,33,20,9,0.6896551724137931,행정안전부,직무공통,정책
185,정책추진사례로 배우는 리더십,154,91,41,0.6893939393939394,행정안전부,청렴,청렴
89,긍정심리,553,348,157,0.689108910891089,행정안전부,사회복지,인권
399,"(MOOC) 혼탁한 세상의 자상한 길잡이, 주역",18,11,5,0.6875,행정안전부,직무공통,정책
170,부모·자녀 상호작용과 부모코칭의 이해,181,114,52,0.6867469879518072,행정안전부,직무공통,소양
380,지방자치제도,22,13,6,0.6842105263157895,행정안전부,직무공통,정책
118,1분안에 말하는 신기한 한톡 영어 기초 회화2,343,226,105,0.6827794561933535,행정안전부,직무공통,소양
377,미디어 리터러시,23,15,7,0.6818181818181818,행정안전부,외국어,외국어
289,생활 속의 뇌물죄,52,30,14,0.6818181818181818,행정안전부,직무공통,정책
29,공직자 영어,2158,1308,613,0.6808953669963561,행정안전부,직무공통,소양
369,2021년 개인지방소득세 확정신고 대비 교육,25,17,8,0.68,행정안전부,외국어,외국어
195,(MOOC) 신남방정책의 이해,141,93,44,0.6788321167883211,행정안전부,사회복지,성인지
334,열린 혁신,36,21,10,0.6774193548387096,행정안전부,외국어,외국어
327,왕초보중국어회화1,38,21,10,0.6774193548387096,행정안전부,직무공통,소양
348,(MOOC) 내 성격에 맞는 리더십?,32,21,10,0.6774193548387096,행정안전부,직무공통,소양
191,공무원 복무제도,146,86,41,0.6771653543307087,행정안전부,직무공통,소양
80,사례로 배우는 지역문화 관광정책,641,373,178,0.676950998185118,행정안전부,정보화,정보화
77,1분안에 말하는 신기한 한톡 영어 기초 회화1,664,425,203,0.6767515923566879,행정안전부,직무공통,정책
284,재난관리 일반,53,31,15,0.6739130434782609,행정안전부,정보화,정보화
157,정당한 공무원 노조활동,213,140,68,0.6730769230769231,행정안전부,직무공통,정책
269,헌법과 헌법재판,62,37,18,0.6727272727272727,행정안전부,직무공통,소양
264,국세기본법,66,39,19,0.6724137931034483,행정안전부,직무공통,소양
326,민원실무,38,24,12,0.6666666666666666,행정안전부,직무공통,재난
507,[Mobile 겸용]#해시태그로 본 뉴노멀 라이프 (Gov-MOOC),3,2,1,0.6666666666666666,행정안전부,직무공통,소양
349,정책기획,32,18,9,0.6666666666666666,행정안전부,직무공통,정책
502,(마이크로러닝)김범준의 옆집물리학,3,2,1,0.6666666666666666,행정안전부,청렴,청렴
501,(집합연계) 면접관 양성 과정,3,2,1,0.6666666666666666,행정안전부,외국어,외국어
397,정책개발의 기법론,19,10,5,0.6666666666666666,행정안전부,직무공통,정책
510,[Mobile 겸용]리더의 공심전 (Gov-MOOC),3,2,1,0.6666666666666666,행정안전부,외국어,외국어
498,(행안부 대상) 공직자를 위한 신목민심서,3,2,1,0.6666666666666666,행정안전부,직무공통,정책
354,양도소득세 2,30,18,9,0.6666666666666666,행정안전부,직무공통,정책
450,(집합연계) 우리역사 바로알기과정,9,6,3,0.6666666666666666,행정안전부,직무공통,소양
452,(MOOC) 댓글이 지배하는 세상,9,6,3,0.6666666666666666,행정안전부,직무공통,정책
461,지방공기업관리실무,7,4,2,0.6666666666666666,행정안전부,직무공통,정책
474,"[Mobile 겸용]다시, 생각을 디자인하다 (Gov-MOOC)",6,4,2,0.6666666666666666,행정안전부,직무공통,정책
47,공무원이 알아야 할 혁신성장,1174,676,338,0.6666666666666666,행정안전부,정보화,정보화
375,(집합연계) 중견리더과정,24,16,8,0.6666666666666666,행정안전부,직무공통,정책
506,(집합연계) 지방공기업 예산회계실무,3,2,1,0.6666666666666666,행정안전부,직무공통,소양
100,환경보건정책,473,245,123,0.6657608695652174,행정안전부,직무공통,정책
19,지방회계 실무,2627,1636,822,0.6655817737998373,행정안전부,직무공통,소양
45,[e호조] 일반지출 처리절차,1316,850,432,0.6630265210608425,행정안전부,직무공통,소양
265,지역개발론,66,39,20,0.6610169491525424,행정안전부,직무공통,소양
116,[끝내주는 보고서]보고서 작성스킬 및 보고기법,355,224,116,0.6588235294117647,행정안전부,외국어,외국어
70,"소통의 핵심기술, 경청의 효과",794,452,235,0.6579330422125182,행정안전부,직무공통,정책
240,법령체계와 입법절차,76,40,21,0.6557377049180327,행정안전부,직무공통,소양
